,year,mileage,max_power,km_distances,binned_engine,co_cc,_num_sales,Diesel,petrol,firstowner,secondowner,others,_company,_seats_in_year
3696,2012,19.09,69.0,1.056852028091917,3,8074.0,78,1.0,0.0,0.0,1.0,0.0,27,54
3697,2018,17.4,81.86,-0.9589839968572472,3,16333.0,103,0.0,1.0,1.0,0.0,0.0,11,103
3698,2012,14.0,112.0,0.9276956009379023,1,18988.0,57,1.0,0.0,0.0,1.0,0.0,19,14
3699,2017,18.9,67.1,-0.3443485676437629,4,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
3700,2014,22.9,74.0,0.03794032195548667,3,37420.0,135,1.0,0.0,1.0,0.0,0.0,20,120
3701,2015,21.1,55.2,0.11076504712195363,4,16333.0,118,0.0,1.0,1.0,0.0,0.0,11,118
3702,2009,13.6,63.0,1.112498898358735,1,18988.0,14,1.0,0.0,0.0,1.0,0.0,19,8
3703,2016,18.15,82.0,0.30894039200283174,3,18988.0,71,0.0,1.0,0.0,1.0,0.0,19,12
3704,2017,17.0,121.36,-0.4118417077450765,3,3487.0,34,0.0,1.0,0.0,1.0,0.0,9,32
3705,2013,25.8,98.6,0.3071431422465014,3,3837.0,18,1.0,0.0,1.0,0.0,0.0,10,18
3706,2009,19.7,46.3,0.5030192753451622,4,37420.0,77,0.0,1.0,1.0,0.0,0.0,20,65
3707,2015,25.2,74.0,-0.01370441691484094,3,37420.0,173,1.0,0.0,0.0,1.0,0.0,20,149
3708,2015,25.83,99.0,0.47115239192022995,3,3487.0,39,1.0,0.0,1.0,0.0,0.0,9,38
3709,2011,20.54,103.6,0.6629987069182575,2,934.0,31,1.0,0.0,0.0,1.0,0.0,29,30
3710,2014,25.8,98.6,0.6318318478010228,3,3837.0,31,1.0,0.0,1.0,0.0,0.0,10,29
3711,2011,17.6,88.7,0.9853355964774947,3,5222.0,29,0.0,1.0,1.0,0.0,0.0,28,4
3712,2014,11.79,120.0,0.6529489507922431,1,18988.0,69,1.0,0.0,0.0,1.0,0.0,19,8
3713,2014,21.7,98.96,0.36384209703487513,3,3487.0,13,1.0,0.0,1.0,0.0,0.0,9,12
3714,2018,25.32,77.0,-0.5796426694658621,3,18988.0,47,1.0,0.0,1.0,0.0,0.0,19,14
3715,2018,22.0,81.8,-0.813361244178655,3,37420.0,221,0.0,1.0,1.0,0.0,0.0,20,206
3716,2017,25.0,69.0,-0.12716183398370204,3,8074.0,66,1.0,0.0,1.0,0.0,0.0,27,46
3717,2007,19.81,68.05,2.407548370982889,3,16333.0,17,0.0,1.0,0.0,1.0,0.0,11,16
3718,2018,17.0,121.36,-1.0151134136418565,3,3487.0,46,0.0,1.0,1.0,0.0,0.0,9,42
3719,2016,18.49,100.0,0.30894039200283174,3,18988.0,71,1.0,0.0,0.0,1.0,0.0,19,46
3720,2019,22.37,214.56,-1.7874765089273537,1,0.0,28,0.0,1.0,1.0,0.0,0.0,17,28
3721,2001,16.1,37.0,-0.9992277963316559,4,37420.0,5,0.0,1.0,0.0,1.0,0.0,20,4
3722,2017,21.577849519743864,70.51968034096963,-0.2683406712488452,3,37420.0,238,1.0,0.0,0.0,1.0,0.0,20,3
3723,2013,21.1,55.2,0.23446592924843754,4,16333.0,84,0.0,1.0,1.0,0.0,0.0,11,84
3724,2017,22.0,108.495,-0.5235939401453807,3,934.0,14,1.0,0.0,1.0,0.0,0.0,29,14
3725,2014,18.2,73.8,0.008424664252479973,3,1409.0,20,1.0,0.0,1.0,0.0,0.0,4,3
3726,2008,20.0,108.5,0.4632488345401517,3,3837.0,12,0.0,1.0,0.0,0.0,1.0,10,12
3727,2018,24.0,73.97,-0.9589839968572472,3,16333.0,103,1.0,0.0,1.0,0.0,0.0,11,103
3728,2018,27.39,74.0,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
3729,2013,21.1,55.2,0.41688192720514944,4,16333.0,84,0.0,1.0,0.0,1.0,0.0,11,84
3730,2013,12.99,100.6,0.4359453640418254,1,5222.0,47,1.0,0.0,1.0,0.0,0.0,28,7
3731,2014,19.0,67.1,0.03794032195548667,4,37420.0,135,0.0,1.0,1.0,0.0,0.0,20,120
3732,2016,19.16,157.7,0.3030978747884284,1,5222.0,50,0.0,1.0,1.0,0.0,0.0,28,26
3733,2017,23.1,67.04,-0.3443485676437629,4,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
3734,2017,23.65,88.5,-0.2683406712488452,3,37420.0,238,1.0,0.0,0.0,1.0,0.0,20,212
3735,2018,21.4,83.1,-0.813361244178655,3,37420.0,221,0.0,1.0,1.0,0.0,0.0,20,206
3736,2010,13.5,115.0,1.968391292729764,1,18988.0,21,1.0,0.0,0.0,0.0,1.0,19,2
3737,2018,25.4,73.97,-0.9589839968572472,3,16333.0,103,1.0,0.0,1.0,0.0,0.0,11,103
3738,2017,24.7,47.3,-0.3443485676437629,4,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
3739,2013,25.44,57.6,0.5948981057923737,4,1409.0,31,1.0,0.0,0.0,1.0,0.0,4,21
3740,2018,21.4,83.1,-0.813361244178655,3,37420.0,221,0.0,1.0,1.0,0.0,0.0,20,206
3741,2014,20.45,83.8,0.28936910546146843,3,200.0,13,1.0,0.0,1.0,0.0,0.0,23,13
3742,2011,18.6,85.8,0.2642537101458881,3,37420.0,108,0.0,1.0,1.0,0.0,0.0,20,93
3743,2016,21.9,98.6,-0.16542015986266764,3,3837.0,61,1.0,0.0,1.0,0.0,0.0,10,6
3744,2010,17.5,85.8,0.8243571911311792,3,37420.0,99,0.0,1.0,0.0,1.0,0.0,20,85
3745,2017,20.51,67.04,-0.3443485676437629,4,37420.0,238,0.0,1.0,1.0,0.0,0.0,20,212
3746,2014,19.01,108.5,0.8336322441934502,3,200.0,13,1.0,0.0,0.0,1.0,0.0,23,13
3747,2012,22.32,126.32,0.8586897673823033,2,16333.0,83,1.0,0.0,0.0,1.0,0.0,11,83
3748,2012,14.0,112.0,1.6061946252959571,1,18988.0,57,1.0,0.0,1.0,0.0,0.0,19,14
3749,2019,22.37,214.56,-1.7874765089273537,1,0.0,28,0.0,1.0,1.0,0.0,0.0,17,28
3750,2015,12.55,168.5,0.7720726740590236,1,5222.0,43,1.0,0.0,0.0,1.0,0.0,28,25
3751,2018,16.25,148.0,-1.0829260211416971,1,684.0,3,1.0,0.0,1.0,0.0,0.0,26,2
3752,2013,23.4,74.0,0.23834764238879833,3,37420.0,155,1.0,0.0,1.0,0.0,0.0,20,129
3753,2012,23.5,88.7,0.7347574804582676,3,3487.0,31,1.0,0.0,1.0,0.0,0.0,9,29
3754,2008,19.7,46.3,0.6851242325837715,4,37420.0,50,0.0,1.0,0.0,1.0,0.0,20,36
3755,2016,24.3,88.5,-0.047304311768074585,3,37420.0,190,1.0,0.0,0.0,1.0,0.0,20,164
3756,2017,24.3,88.5,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,212
3757,2012,23.2,73.94,0.2830395065778076,3,37420.0,126,1.0,0.0,1.0,0.0,0.0,20,109
3758,2016,18.49,100.0,0.4369465453776981,3,18988.0,71,1.0,0.0,1.0,0.0,0.0,19,46
3759,2013,21.1,55.2,0.23446592924843754,4,16333.0,84,0.0,1.0,1.0,0.0,0.0,11,84
3760,2017,13.6,177.0,-1.1933887639383658,1,204.0,49,1.0,0.0,1.0,0.0,0.0,13,49
3761,2012,22.07,73.9,0.4632488345401517,3,934.0,22,1.0,0.0,0.0,0.0,1.0,29,22
3762,2015,17.01,121.3,0.11076504712195363,2,16333.0,118,0.0,1.0,1.0,0.0,0.0,11,118
3763,2006,19.7,46.3,0.8531311980865749,4,37420.0,40,0.0,1.0,0.0,1.0,0.0,20,31
3764,2018,23.59,67.05,-0.6127259444404913,3,5222.0,26,1.0,0.0,1.0,0.0,0.0,28,11
3765,2015,20.73,91.1,0.046393956925015245,3,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
3766,2011,20.92,67.1,0.2642537101458881,4,37420.0,108,0.0,1.0,1.0,0.0,0.0,20,93
3767,2010,13.0,95.0,1.4125341773199103,1,18988.0,21,1.0,0.0,0.0,1.0,0.0,19,7
3768,2019,21.66,108.62,-2.0555850999766943,3,934.0,10,1.0,0.0,1.0,0.0,0.0,29,10
3769,2013,17.92,62.1,0.23446592924843754,3,16333.0,84,0.0,1.0,1.0,0.0,0.0,11,84
3770,2016,26.59,74.0,-0.047304311768074585,3,37420.0,190,1.0,0.0,0.0,1.0,0.0,20,164
3771,2003,18.9,67.1,0.7996227235960441,4,37420.0,22,0.0,1.0,0.0,0.0,1.0,20,13
3772,2017,25.83,99.0,-0.1413106776512537,3,3487.0,34,1.0,0.0,1.0,0.0,0.0,9,32
3773,2019,19.0,94.68,-1.934772448837782,3,3487.0,19,0.0,1.0,1.0,0.0,0.0,9,19
3774,2016,15.9,120.69,0.2629670897670234,3,3487.0,24,0.0,1.0,1.0,0.0,0.0,9,21
3775,2015,23.95,67.05,0.046393956925015245,4,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
3776,2013,22.9,74.0,0.5848639999519061,3,37420.0,155,1.0,0.0,0.0,1.0,0.0,20,129
3777,2011,18.06,75.0,-0.25578308869049826,3,200.0,9,0.0,1.0,0.0,1.0,0.0,23,9
3778,2018,27.39,74.0,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
3779,2017,16.5,70.0,0.09031515676448819,3,18988.0,59,1.0,0.0,1.0,0.0,0.0,19,41
3780,2012,15.1,140.0,1.6061946252959571,1,18988.0,57,1.0,0.0,1.0,0.0,0.0,19,27
3781,2019,21.21,81.8,-2.266830475225616,3,37420.0,109,0.0,1.0,1.0,0.0,0.0,20,102
3782,2013,16.02,93.7,0.23834764238879833,3,37420.0,155,0.0,1.0,1.0,0.0,0.0,20,23
3783,2002,16.1,37.0,0.4733644756484112,4,37420.0,16,0.0,1.0,1.0,0.0,0.0,20,7
3784,2009,13.2,94.0,0.7707940800508842,3,16333.0,35,0.0,1.0,0.0,1.0,0.0,11,34
3785,2012,18.6,79.4,0.4719232370755501,3,1409.0,26,0.0,1.0,0.0,0.0,1.0,4,25
3786,2016,19.87,83.8,-0.5394838279420655,3,839.0,36,1.0,0.0,1.0,0.0,0.0,25,36
3787,2012,23.2,73.94,0.2830395065778076,3,37420.0,126,1.0,0.0,1.0,0.0,0.0,20,109
3788,2012,20.5,103.5,0.1261348754020968,2,684.0,8,1.0,0.0,0.0,1.0,0.0,26,8
3789,2012,19.0,71.0,1.056852028091917,3,8074.0,78,1.0,0.0,0.0,1.0,0.0,27,54
3790,2016,17.8,117.3,-0.16542015986266764,3,3837.0,61,0.0,1.0,1.0,0.0,0.0,10,55
3791,2009,13.6,142.0,0.6827902961409574,1,16333.0,35,1.0,0.0,1.0,0.0,0.0,11,34
3792,2015,18.9,81.86,0.11665136105984716,3,16333.0,118,0.0,1.0,0.0,1.0,0.0,11,118
3793,2006,13.1,82.0,0.8936658868916625,3,16333.0,18,1.0,0.0,0.0,1.0,0.0,11,9
3794,2007,17.7,78.0,0.7422572034653329,3,3837.0,3,0.0,1.0,0.0,1.0,0.0,10,3
3795,2011,12.8,102.0,0.9853355964774947,1,5222.0,29,1.0,0.0,1.0,0.0,0.0,28,15
3796,2018,20.3,68.05,-0.9589839968572472,4,16333.0,103,0.0,1.0,1.0,0.0,0.0,11,103
3797,2014,22.74,47.3,0.3258395543531243,4,37420.0,135,0.0,1.0,0.0,1.0,0.0,20,120
3798,2009,19.0,66.1,0.5030192753451622,4,37420.0,77,0.0,1.0,1.0,0.0,0.0,20,65
3799,2016,16.8,34.2,-0.048786000313672626,4,37420.0,190,0.0,1.0,1.0,0.0,0.0,20,4
3800,2015,22.74,47.3,0.046393956925015245,4,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
3801,2006,14.0,64.0,0.6945659063898009,3,37420.0,40,0.0,1.0,0.0,0.0,1.0,20,31
3802,2005,16.1,88.2,0.7088444678073881,3,37420.0,33,0.0,1.0,0.0,1.0,0.0,20,27
3803,2016,22.74,47.3,-0.047304311768074585,4,37420.0,190,0.0,1.0,0.0,1.0,0.0,20,164
3804,2018,27.39,74.0,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
3805,2017,22.27,108.6,-0.5235939401453807,3,934.0,14,1.0,0.0,1.0,0.0,0.0,29,14
3806,2011,13.0,95.0,1.020338708662347,1,18988.0,57,1.0,0.0,0.0,1.0,0.0,19,16
3807,2010,15.6,70.0,0.360514981593782,3,3487.0,18,0.0,1.0,1.0,0.0,0.0,9,17
3808,2015,14.1,147.94,0.4857285917244767,1,8074.0,44,1.0,0.0,1.0,0.0,0.0,27,22
3809,2011,17.5,85.8,0.2642537101458881,3,37420.0,108,0.0,1.0,1.0,0.0,0.0,20,93
3810,2012,13.44,198.25,0.8586897673823033,1,16333.0,83,0.0,1.0,0.0,1.0,0.0,11,83
3811,2018,14.28,138.03,-0.6127259444404913,2,5222.0,26,0.0,1.0,1.0,0.0,0.0,28,11
3812,2012,12.05,120.0,1.6061946252959571,1,18988.0,57,1.0,0.0,1.0,0.0,0.0,19,7
3813,2013,22.74,47.3,0.5848639999519061,4,37420.0,155,0.0,1.0,0.0,1.0,0.0,20,129
3814,2015,26.59,74.0,0.046393956925015245,3,37420.0,173,1.0,0.0,1.0,0.0,0.0,20,149
3815,2005,18.861247771836005,88.65614564831262,0.4221439771091156,3,8074.0,6,1.0,0.0,0.0,1.0,0.0,27,2
3816,2017,22.69,190.0,-0.9484462212168642,1,956.0,5,1.0,0.0,1.0,0.0,0.0,3,4
3817,2013,12.99,100.57,0.8622207221386328,1,5222.0,47,1.0,0.0,0.0,1.0,0.0,28,31
3818,2014,23.4,74.0,0.3258395543531243,3,37420.0,135,1.0,0.0,0.0,1.0,0.0,20,120
3819,2019,22.37,214.56,-1.7874765089273537,1,0.0,28,0.0,1.0,1.0,0.0,0.0,17,28
3820,2015,23.1,67.04,-0.01370441691484094,4,37420.0,173,0.0,1.0,0.0,1.0,0.0,20,149
3821,2015,21.43,87.2,1.143938016340184,3,5222.0,43,1.0,0.0,0.0,0.0,1.0,28,14
3822,2017,21.04,83.8,-0.5332939744028466,3,839.0,29,1.0,0.0,1.0,0.0,0.0,25,2
3823,2015,17.01,126.2,0.11076504712195363,2,16333.0,118,1.0,0.0,1.0,0.0,0.0,11,118
3824,2010,19.0,66.1,0.48580674706115007,4,37420.0,99,0.0,1.0,1.0,0.0,0.0,20,85
3825,2011,20.0,68.0,1.0058973852967432,3,3487.0,43,1.0,0.0,0.0,1.0,0.0,9,38
3826,2019,17.0,110.0,-1.4353645757429951,3,18988.0,36,0.0,1.0,1.0,0.0,0.0,19,10
3827,2015,18.49,100.0,0.47039304362559575,3,18988.0,72,1.0,0.0,1.0,0.0,0.0,19,64
3828,2012,23.57,70.0,0.5459399771799548,3,8074.0,78,1.0,0.0,1.0,0.0,0.0,27,54
3829,2018,28.4,74.02,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
3830,2015,22.74,47.3,0.046393956925015245,4,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
3831,2006,14.0,64.0,0.8531311980865749,3,37420.0,40,0.0,1.0,0.0,1.0,0.0,20,31
3832,2019,18.12,190.0,-3.2638893210387905,1,956.0,54,1.0,0.0,1.0,0.0,0.0,3,54
3833,2010,14.3,160.0,0.7135209639886761,2,934.0,10,0.0,1.0,0.0,1.0,0.0,29,10
3834,2010,12.6,103.2,0.48580674706115007,2,37420.0,99,0.0,1.0,1.0,0.0,0.0,20,85
3835,2019,19.4,94.93,-1.934772448837782,3,3487.0,19,0.0,1.0,1.0,0.0,0.0,9,19
3836,2011,13.6,63.0,1.020338708662347,1,18988.0,57,1.0,0.0,0.0,1.0,0.0,19,16
3837,2016,25.17,53.3,-0.5394838279420655,4,839.0,36,0.0,1.0,1.0,0.0,0.0,25,36
3838,2014,13.58,72.4,0.7422572034653329,1,1409.0,20,1.0,0.0,0.0,1.0,0.0,4,2
3839,2015,16.0,140.0,0.47039304362559575,1,18988.0,72,1.0,0.0,1.0,0.0,0.0,19,64
3840,2014,22.74,47.3,0.03794032195548667,4,37420.0,135,0.0,1.0,1.0,0.0,0.0,20,120
3841,2011,14.0,75.0,1.020338708662347,1,18988.0,57,1.0,0.0,0.0,1.0,0.0,19,16
3842,2012,20.0,68.0,1.0094865770289954,3,3487.0,31,1.0,0.0,0.0,0.0,1.0,9,29
3843,2016,19.49,67.04,-0.5594643048713379,3,200.0,3,0.0,1.0,1.0,0.0,0.0,23,3
3844,2009,14.0,112.0,1.112498898358735,1,18988.0,14,1.0,0.0,0.0,1.0,0.0,19,4
3845,2006,16.1,88.2,0.8531311980865749,3,37420.0,40,0.0,1.0,0.0,1.0,0.0,20,31
3846,2015,15.37,73.0,0.046393956925015245,3,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,23
3847,2015,16.0,140.0,0.47039304362559575,1,18988.0,72,1.0,0.0,1.0,0.0,0.0,19,64
3848,2017,21.43,86.79,-0.6281526125268952,3,5222.0,42,1.0,0.0,1.0,0.0,0.0,28,30
3849,2016,19.64,108.45,-0.5394838279420655,3,839.0,36,1.0,0.0,1.0,0.0,0.0,25,36
3850,2016,21.9,98.6,-0.16542015986266764,3,3837.0,61,1.0,0.0,1.0,0.0,0.0,10,6
3851,2015,27.39,74.0,-0.01370441691484094,3,37420.0,173,1.0,0.0,0.0,1.0,0.0,20,149
3852,2013,22.32,126.3,0.23446592924843754,2,16333.0,84,1.0,0.0,1.0,0.0,0.0,11,84
3853,2006,18.9,67.0,0.8531311980865749,4,37420.0,40,0.0,1.0,0.0,1.0,0.0,20,31
3854,2014,22.74,47.3,0.03794032195548667,4,37420.0,135,0.0,1.0,1.0,0.0,0.0,20,120
3855,2012,19.09,69.0,0.5459399771799548,3,8074.0,78,1.0,0.0,1.0,0.0,0.0,27,54
3856,2017,19.61,108.5,-0.5494237652572813,3,200.0,5,1.0,0.0,1.0,0.0,0.0,23,5
3857,2014,17.8,117.3,0.6318318478010228,3,3837.0,31,0.0,1.0,1.0,0.0,0.0,10,29
3858,2016,18.7,88.7,-0.16542015986266764,3,3837.0,61,0.0,1.0,1.0,0.0,0.0,10,55
3859,2013,15.1,140.0,0.8403104977924613,1,18988.0,60,1.0,0.0,1.0,0.0,0.0,19,40
3860,2015,22.77,98.59,-0.10140090971882637,3,3487.0,39,1.0,0.0,0.0,1.0,0.0,9,38
3861,2010,17.92,62.1,0.6466211011078364,3,16333.0,51,0.0,1.0,0.0,1.0,0.0,11,50
3862,2014,20.0,68.05,0.36384209703487513,3,3487.0,13,1.0,0.0,1.0,0.0,0.0,9,12
3863,2012,21.9,88.76,0.8586897673823033,3,16333.0,83,1.0,0.0,0.0,1.0,0.0,11,83
3864,2008,13.6,63.0,1.3223637236181915,1,18988.0,13,1.0,0.0,0.0,1.0,0.0,19,7
3865,2019,22.37,214.56,-1.7874765089273537,1,0.0,28,0.0,1.0,1.0,0.0,0.0,17,28
3866,2010,17.31910256410256,103.45807692307693,0.4632488345401517,2,684.0,3,0.0,1.0,0.0,1.0,0.0,26,1
3867,2018,25.1,88.5,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
3868,2008,19.7,46.3,0.5733517804441588,4,37420.0,50,0.0,1.0,0.0,0.0,1.0,20,36
3869,2010,18.6,79.4,1.4250520122355395,3,1409.0,23,0.0,1.0,0.0,0.0,1.0,4,19
3870,2018,22.54,88.73,-0.9589839968572472,3,16333.0,103,1.0,0.0,1.0,0.0,0.0,11,103
3871,2017,23.0,98.96,-0.1413106776512537,3,3487.0,34,1.0,0.0,1.0,0.0,0.0,9,32
3872,2014,21.1,55.2,0.064659960918983,4,16333.0,102,0.0,1.0,1.0,0.0,0.0,11,100
3873,2015,26.21,88.5,0.046393956925015245,3,37420.0,173,1.0,0.0,1.0,0.0,0.0,20,149
3874,2017,16.78,88.73,-0.6281526125268952,3,5222.0,42,0.0,1.0,1.0,0.0,0.0,28,30
3875,2012,15.010306406685237,115.76303621169914,1.177843414950957,1,5222.0,45,1.0,0.0,1.0,0.0,0.0,28,20
3876,2016,27.28,69.0,-0.0058147542743370575,3,8074.0,27,1.0,0.0,1.0,0.0,0.0,27,23
3877,2010,13.6,63.0,1.4125341773199103,1,18988.0,21,1.0,0.0,0.0,1.0,0.0,19,11
3878,2014,15.1,140.0,0.6529489507922431,1,18988.0,69,1.0,0.0,0.0,1.0,0.0,19,47
3879,2013,25.8,98.6,0.3071431422465014,3,3837.0,18,1.0,0.0,1.0,0.0,0.0,10,18
3880,2017,17.01,126.2,-0.6060935388716245,2,16333.0,158,1.0,0.0,1.0,0.0,0.0,11,158
3881,2016,12.08,161.0,1.1350173612288164,1,7.0,1,1.0,0.0,1.0,0.0,0.0,12,1
3882,2015,23.95,67.05,0.046393956925015245,4,37420.0,173,0.0,1.0,1.0,0.0,0.0,20,149
3883,2013,17.92,62.1,0.41688192720514944,3,16333.0,84,0.0,1.0,0.0,1.0,0.0,11,84
3884,2012,20.92,67.1,0.2830395065778076,4,37420.0,126,0.0,1.0,1.0,0.0,0.0,20,109
3885,2012,16.52,123.7,0.5870056523262864,1,1409.0,26,1.0,0.0,1.0,0.0,0.0,4,25
3886,2016,14.3,103.5,-1.7638982571581967,2,684.0,30,0.0,1.0,1.0,0.0,0.0,26,30
3887,2015,20.77,88.76,0.31140412179853527,3,37420.0,173,1.0,0.0,0.0,0.0,1.0,20,23
3888,2017,19.33,177.0,-1.1933887639383658,1,204.0,49,1.0,0.0,1.0,0.0,0.0,13,49
3889,2015,25.2,73.94,0.046393956925015245,3,37420.0,173,1.0,0.0,1.0,0.0,0.0,20,149
3890,2012,21.1,55.2,0.3342198610661969,4,16333.0,83,0.0,1.0,1.0,0.0,0.0,11,83
3891,2009,14.53,138.1,1.565618208808428,2,5222.0,9,0.0,1.0,1.0,0.0,0.0,28,3
3892,2011,25.0,69.0,0.7249038375889177,3,8074.0,63,1.0,0.0,0.0,1.0,0.0,27,46
3893,2018,28.09,88.5,-0.813361244178655,3,37420.0,221,1.0,0.0,1.0,0.0,0.0,20,206
3894,2011,19.62,190.0,-0.22024339821334793,1,956.0,5,1.0,0.0,1.0,0.0,0.0,3,5
3895,2007,12.8,102.0,1.7688189978590436,1,5222.0,10,1.0,0.0,0.0,1.0,0.0,28,4
3896,2016,23.95,67.05,-0.048786000313672626,4,37420.0,190,0.0,1.0,1.0,0.0,0.0,20,164
3897,2015,25.4,37.5,0.4857285917244767,4,8074.0,44,0.0,1.0,1.0,0.0,0.0,27,4
3898,2014,22.74,47.3,0.03794032195548667,4,37420.0,135,0.0,1.0,1.0,0.0,0.0,20,120
3899,2005,13.1,82.0,0.7151523968022668,3,16333.0,13,1.0,0.0,0.0,1.0,0.0,11,8
3900,2008,19.81,68.05,0.7219049462287421,3,16333.0,37,0.0,1.0,0.0,1.0,0.0,11,37
3901,2017,9.5,280.0,-0.5983807450880043,1,13.0,17,0.0,1.0,1.0,0.0,0.0,14,17
3902,2013,22.74,47.3,0.5848639999519061,4,37420.0,155,0.0,1.0,0.0,1.0,0.0,20,129
3903,2017,28.4,74.02,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,212
3904,2003,17.3,60.0,0.7996227235960441,4,37420.0,22,0.0,1.0,0.0,0.0,1.0,20,13
3905,2003,18.9,67.1,0.7996227235960441,4,37420.0,22,0.0,1.0,0.0,0.0,1.0,20,13
3906,2018,22.0,81.8,-0.813361244178655,3,37420.0,221,0.0,1.0,1.0,0.0,0.0,20,206
3907,2015,12.99,100.6,0.7716814483885085,1,5222.0,43,1.0,0.0,1.0,0.0,0.0,28,25
3908,2013,16.1,37.0,0.7568401321581745,4,37420.0,155,0.0,1.0,0.0,0.0,1.0,20,2
3909,2017,23.84,84.0,-0.6121543524231032,3,8074.0,66,0.0,1.0,0.0,1.0,0.0,27,46
3910,2017,18.6,81.83,-0.6060935388716245,3,16333.0,158,0.0,1.0,1.0,0.0,0.0,11,158
3911,2016,19.16,157.7,0.3030978747884284,1,5222.0,50,0.0,1.0,1.0,0.0,0.0,28,26
3912,2011,19.7,46.3,0.2642537101458881,4,37420.0,108,0.0,1.0,1.0,0.0,0.0,20,93
3913,2018,25.5,98.6,-1.166571743815755,3,3837.0,26,1.0,0.0,1.0,0.0,0.0,10,26
3914,2015,24.4,71.0,0.11076504712195363,3,16333.0,118,1.0,0.0,1.0,0.0,0.0,11,118
3915,2017,21.66,103.52,-0.8558798796719754,3,684.0,4,1.0,0.0,1.0,0.0,0.0,26,4
3916,2010,19.0,66.1,0.8243571911311792,4,37420.0,99,0.0,1.0,0.0,1.0,0.0,20,85
3917,2016,23.65,88.5,-0.048786000313672626,3,37420.0,190,1.0,0.0,1.0,0.0,0.0,20,164
3918,2018,23.0,98.96,-1.0151134136418565,3,3487.0,46,1.0,0.0,1.0,0.0,0.0,9,42
3919,2011,19.3,73.9,0.8260574793478236,3,37420.0,108,1.0,0.0,0.0,1.0,0.0,20,93
3920,2016,20.85,83.14,-0.047304311768074585,3,37420.0,190,0.0,1.0,0.0,1.0,0.0,20,164
3921,2017,22.95,74.0,-0.12716183398370204,3,8074.0,66,1.0,0.0,1.0,0.0,0.0,27,46
3922,2014,22.74,47.3,0.03794032195548667,4,37420.0,135,0.0,1.0,1.0,0.0,0.0,20,120
3923,2012,23.0,90.0,0.8586897673823033,3,16333.0,83,1.0,0.0,0.0,1.0,0.0,11,83
3924,2017,16.55,105.0,0.09031515676448819,1,18988.0,59,1.0,0.0,1.0,0.0,0.0,19,14
3925,2017,27.39,74.0,-0.3443485676437629,3,37420.0,238,1.0,0.0,1.0,0.0,0.0,20,212
3926,2011,18.0,62.0,0.11156384397260077,4,1409.0,32,0.0,1.0,1.0,0.0,0.0,4,25
3927,1998,17.3,60.0,0.4632488345401517,4,37420.0,7,0.0,1.0,0.0,0.0,1.0,20,3
3928,2012,13.44,198.25,0.8586897673823033,1,16333.0,83,0.0,1.0,0.0,1.0,0.0,11,83
3929,2018,20.14,88.0,-0.8959330294922526,3,934.0,14,1.0,0.0,1.0,0.0,0.0,29,14
3930,2017,23.84,84.0,-0.12716183398370204,3,8074.0,66,0.0,1.0,1.0,0.0,0.0,27,46
3931,2015,18.6,81.83,0.11665136105984716,3,16333.0,118,0.0,1.0,0.0,1.0,0.0,11,118
3932,2013,14.62,113.42,0.23446592924843754,3,16333.0,84,1.0,0.0,1.0,0.0,0.0,11,84
3933,2018,25.83,99.0,-1.0151134136418565,3,3487.0,46,1.0,0.0,1.0,0.0,0.0,9,42
3934,2017,21.9,98.6,-0.5473394961823281,3,3837.0,57,1.0,0.0,1.0,0.0,0.0,10,8
3935,2007,16.1,37.0,0.510949600778407,4,37420.0,52,0.0,1.0,0.0,1.0,0.0,20,10
3936,2009,18.8,90.0,0.6504623527494666,3,8074.0,26,1.0,0.0,1.0,0.0,0.0,27,18
3937,2016,18.6,81.83,-0.19109732370406982,3,16333.0,114,0.0,1.0,1.0,0.0,0.0,11,114
3938,2014,19.72,108.45,0.8576853529540786,3,839.0,11,1.0,0.0,1.0,0.0,0.0,25,11
3939,2017,19.892540192926045,91.02511254019294,-0.1413106776512537,3,3487.0,34,1.0,0.0,1.0,0.0,0.0,9,2
3940,2011,22.32,126.32,0.6438107129252174,2,16333.0,76,1.0,0.0,0.0,1.0,0.0,11,74
3941,2013,20.77,88.76,0.7568401321581745,3,37420.0,155,1.0,0.0,0.0,0.0,1.0,20,23
3942,2017,16.0,140.0,0.09031515676448819,1,18988.0,59,1.0,0.0,1.0,0.0,0.0,19,41
