,company,seller_type,year,seats,index,name,number_sold,selling_price,km_driven,fuel,transmission,owner,mileage,engine,max_power,km_distances,binned_engine,co_cc,_num_sales,Diesel,petrol,firstowner,secondowner,others,_company,_seats_in_year,avg_sellertype
4102,Toyota,Individual,2012,7.0,4102,Toyota Innova 2.5 G (Diesel) 7 Seater,12,0.1007562843404915,250000,Diesel,1,First Owner,12.99,2494.0,100.0,1.265528770176239,1,5059.0,40,1.0,0.0,1.0,0.0,0.0,28,9,0.2993815531042407
4103,Maruti,Individual,2013,5.0,4103,Maruti Alto 800 LXI,66,-0.49754255287859483,18000,Petrol,1,First Owner,22.74,796.0,47.3,0.29817717426724394,4,35091.0,152,0.0,1.0,1.0,0.0,0.0,20,124,-0.35797528539639534
4104,Hyundai,Individual,2016,5.0,4104,Hyundai i10 Magna 1.1L,17,-0.27393591674620904,9750,Petrol,1,Second Owner,19.81,1086.0,68.05,0.15982783864863276,3,15548.0,118,0.0,1.0,0.0,1.0,0.0,11,118,-0.26450256908028097
4105,Maruti,Individual,2005,5.0,4105,Maruti Wagon R VXI,15,-0.6631323320685238,70000,Petrol,1,Second Owner,18.9,998.0,67.1,0.6786407482867728,4,35091.0,35,0.0,1.0,0.0,1.0,0.0,20,26,-0.35797528539639534
4106,Maruti,Individual,2011,4.0,4106,Maruti Omni E 8 Str STD,10,-0.5519333562621481,70000,Petrol,1,others,21.561637837837836,1197.0,70.64806695464362,0.49178332283254433,3,35091.0,108,0.0,1.0,0.0,0.0,1.0,20,11,-0.35797528539639534
4107,Ford,Individual,2018,5.0,4107,Ford EcoSport 1.5 Diesel Titanium BSIV,11,0.24579842669663363,90000,Diesel,1,First Owner,23.0,1498.0,98.96,-1.052732822592658,3,3659.0,45,1.0,0.0,1.0,0.0,0.0,9,42,-0.1804388998962062
4108,Hyundai,Individual,2009,5.0,4108,Hyundai Verna XXi ABS (Petrol),1,-0.3706306783169705,214000,Petrol,1,Second Owner,13.9,1599.0,103.2,0.5737461142180775,2,15548.0,27,0.0,1.0,0.0,1.0,0.0,11,26,-0.26450256908028097
4109,Hyundai,Individual,2012,5.0,4109,Hyundai Verna 1.6 SX CRDi (O),20,-0.1772411551754476,70000,Diesel,1,First Owner,22.32,1582.0,126.32,0.27548728041574055,2,15548.0,87,1.0,0.0,1.0,0.0,0.0,11,87,-0.26450256908028097
4110,Hyundai,Individual,2016,5.0,4110,Hyundai Creta 1.6 CRDi SX,14,0.30623265267835953,98000,Diesel,1,First Owner,19.67,1582.0,126.2,-0.07320221635043335,2,15548.0,118,1.0,0.0,1.0,0.0,0.0,11,118,-0.26450256908028097
4111,Maruti,Dealer,2016,4.0,4111,Maruti Swift VDI BSIV W ABS,6,-0.09867666139920396,72000,Diesel,1,First Owner,21.561637837837836,1197.0,70.64806695464362,-0.06351717045580828,3,35091.0,185,1.0,0.0,1.0,0.0,0.0,20,2,-0.11139741215452358
4112,Maruti,Individual,2017,5.0,4112,Maruti Wagon R Stingray VXI Optional,1,-0.20745826816631055,40000,Petrol,1,First Owner,20.51,998.0,67.04,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
4113,Hyundai,Individual,2019,5.0,4113,Hyundai i20 Active S Petrol,2,-0.03219901281930547,13000,Petrol,1,First Owner,17.19,1197.0,81.86,-1.8779511878492237,3,15548.0,68,0.0,1.0,1.0,0.0,0.0,11,68,-0.26450256908028097
4114,Maruti,Individual,2015,5.0,4114,Maruti Alto 800 LXI Airbag,2,-0.47941228508407707,70000,Petrol,1,First Owner,22.74,796.0,47.3,-0.05154252201296965,4,35091.0,181,0.0,1.0,1.0,0.0,0.0,20,156,-0.35797528539639534
4115,Maruti,Individual,2004,4.0,4115,Maruti 800 Std,18,-0.7332360342073259,57000,Petrol,1,Second Owner,16.1,796.0,37.0,0.32985395357072206,4,35091.0,23,0.0,1.0,0.0,1.0,0.0,20,12,-0.35797528539639534
4116,Honda,Individual,2016,5.0,4116,Honda City i DTec VX,2,0.12492997473318185,86000,Diesel,1,others,26.0,1498.0,98.6,0.5963981893610876,3,3884.0,61,1.0,0.0,0.0,0.0,1.0,10,55,-0.11712715449401692
4117,Jaguar,Dealer,2017,5.0,4117,Jaguar XE 2016-2019 2.0L Diesel Prestige,23,2.495160317736471,9000,Diesel,0,First Owner,13.6,1999.0,177.0,-1.183774673730422,1,214.0,52,1.0,0.0,1.0,0.0,0.0,13,52,3.160543383959967
4118,Mahindra,Individual,2005,4.0,4118,Mahindra Bolero LX,2,-0.3585438331206253,15000,Diesel,1,Second Owner,15.776056572379368,2179.0,99.93251247920134,0.6011634072307117,1,18820.0,7,1.0,0.0,0.0,1.0,0.0,19,2,-0.049666327583259055
4119,Maruti,Individual,2017,5.0,4119,Maruti Alto 800 LX,7,-0.4407343804557725,15000,Petrol,1,First Owner,24.7,796.0,47.3,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
4120,Maruti,Individual,2015,7.0,4120,Maruti Ertiga ZXI,7,0.06449574875145596,35000,Petrol,1,First Owner,16.02,1373.0,93.7,-0.05154252201296965,3,35091.0,181,0.0,1.0,1.0,0.0,0.0,20,24,-0.35797528539639534
4121,Skoda,Individual,2019,5.0,4121,Skoda Rapid 1.6 MPI Ambition BSIV,1,0.09471286174231891,25000,Petrol,1,First Owner,15.41,1598.0,103.2,-2.2342708334423294,2,897.0,3,0.0,1.0,1.0,0.0,0.0,26,3,-0.3068533164720701
4122,Maruti,Individual,2016,5.0,4122,Maruti Alto 800 LXI,66,-0.4189780591023512,25000,Petrol,1,First Owner,22.74,796.0,47.3,-0.06351717045580828,4,35091.0,185,0.0,1.0,1.0,0.0,0.0,20,159,-0.35797528539639534
4123,Volkswagen,Individual,2014,5.0,4123,Volkswagen Vento 1.5 TDI Highline AT,3,-0.2848140774229197,90000,Diesel,0,Second Owner,21.21,1498.0,103.2,0.4149308350842926,3,599.0,11,1.0,0.0,0.0,1.0,0.0,29,11,-0.23759579783563023
4124,Hyundai,Individual,2017,5.0,4124,Hyundai i20 2015-2017 Asta Option 1.4 CRDi,4,0.16119051032221737,28000,Diesel,1,First Owner,22.54,1396.0,88.73,-0.5703787972979606,3,15548.0,162,1.0,0.0,1.0,0.0,0.0,11,162,-0.26450256908028097
4125,Mahindra,Individual,2015,7.0,4125,Mahindra Bolero 2011-2019 ZLX,15,-0.1288937743900669,110000,Diesel,1,Second Owner,15.96,2523.0,62.1,0.577197778631072,1,18820.0,79,1.0,0.0,0.0,1.0,0.0,19,69,-0.049666327583259055
4126,Hyundai,Individual,2015,5.0,4126,Hyundai i20 Asta 1.2,10,-0.11680692919372172,70000,Petrol,1,First Owner,18.6,1197.0,81.83,0.08515743795291875,3,15548.0,119,0.0,1.0,1.0,0.0,0.0,11,119,-0.26450256908028097
4127,Maruti,Individual,2014,5.0,4127,Maruti Alto 800 LXI,66,-0.47941228508407707,40000,Petrol,1,Second Owner,22.74,796.0,47.3,0.3310218442837949,4,35091.0,134,0.0,1.0,0.0,1.0,0.0,20,114,-0.35797528539639534
4128,Maruti,Individual,2017,5.0,4128,Maruti Swift VDI BSIV,48,-0.008025322426615114,110000,Diesel,1,First Owner,25.2,1248.0,74.0,-0.3806707764355942,3,35091.0,227,1.0,0.0,1.0,0.0,0.0,20,206,-0.35797528539639534
4129,Hyundai,Individual,2010,5.0,4129,Hyundai Santro Xing GLS,16,-0.5821504692530111,56000,Petrol,1,others,17.92,1086.0,62.1,0.8208464936252203,3,15548.0,42,0.0,1.0,0.0,0.0,1.0,11,41,-0.26450256908028097
4130,Volvo,Individual,2019,5.0,4130,Volvo XC40 D4 Inscription BSIV,25,3.811417759618461,20000,Diesel,0,First Owner,18.0,1969.0,190.0,-1.8075864473392833,1,299.0,26,1.0,0.0,1.0,0.0,0.0,30,26,4.547141987896995
4131,Hyundai,Individual,2019,5.0,4131,Hyundai Santro Era,4,-0.2993182916585339,4000,Petrol,1,First Owner,20.3,1086.0,68.0,-1.8779511878492237,3,15548.0,68,0.0,1.0,1.0,0.0,0.0,11,68,-0.26450256908028097
4132,Hyundai,Individual,2006,5.0,4132,Hyundai Elantra GLS,1,-0.612367582243874,120000,Petrol,0,First Owner,13.1,1795.0,127.0,0.41735948276225254,2,15548.0,17,0.0,1.0,1.0,0.0,0.0,11,8,-0.26450256908028097
4133,Hyundai,Individual,2017,5.0,4133,Hyundai i20 1.4 Sportz,6,0.06449574875145596,40000,Diesel,1,First Owner,22.54,1396.0,88.73,-0.5703787972979606,3,15548.0,162,1.0,0.0,1.0,0.0,0.0,11,162,-0.26450256908028097
4134,Maruti,Individual,2013,5.0,4134,Maruti Swift Dzire LDI,15,-0.31623987493341715,180000,Diesel,1,Second Owner,23.4,1248.0,74.0,0.6449332817712707,3,35091.0,152,1.0,0.0,0.0,1.0,0.0,20,124,-0.35797528539639534
4135,Maruti,Individual,2017,5.0,4135,Maruti Swift DDiS VDI,1,-0.04428585801565065,49000,Diesel,1,First Owner,28.4,1248.0,74.0,-0.3806707764355942,3,35091.0,227,1.0,0.0,1.0,0.0,0.0,20,206,-0.35797528539639534
4136,Maruti,Individual,2018,5.0,4136,Maruti Swift Dzire VDI,97,0.06449574875145596,50000,Diesel,1,First Owner,28.4,1248.0,74.02,-0.7529080876777112,3,35091.0,221,1.0,0.0,1.0,0.0,0.0,20,208,-0.35797528539639534
4137,Maruti,Individual,2014,5.0,4137,Maruti Swift VDI BSIV,48,-0.1409806195864121,90000,Diesel,1,First Owner,25.2,1248.0,74.0,0.044502470454782686,3,35091.0,134,1.0,0.0,1.0,0.0,0.0,20,114,-0.35797528539639534
4138,Maruti,Individual,2007,5.0,4138,Maruti Alto LXi,59,-0.6244544274402193,88700,Petrol,1,others,19.7,796.0,46.3,0.6728529740153153,4,35091.0,50,0.0,1.0,0.0,0.0,1.0,20,39,-0.35797528539639534
4139,Tata,Individual,2012,5.0,4139,Tata Indica V2 eLX,2,-0.6812625998630416,90000,Diesel,1,Second Owner,25.0,1396.0,69.0,1.086635144073573,3,8081.0,68,1.0,0.0,0.0,1.0,0.0,27,46,-0.4038951134633411
4140,Maruti,Individual,2010,5.0,4140,Maruti Swift Dzire VXi,14,-0.5023772909571329,80000,Petrol,1,others,17.5,1298.0,85.8,0.9257739049243534,3,35091.0,111,0.0,1.0,0.0,0.0,1.0,20,93,-0.35797528539639534
4141,Ford,Individual,2015,5.0,4141,Ford Figo Aspire 1.5 TDCi Trend,4,-0.2981096071388994,143000,Diesel,1,First Owner,25.83,1498.0,99.0,0.3664613561411981,3,3659.0,36,1.0,0.0,1.0,0.0,0.0,9,35,-0.1804388998962062
4142,Maruti,Individual,2017,5.0,4142,Maruti Baleno Delta 1.2,15,-0.1409806195864121,30000,Petrol,1,Second Owner,21.4,1197.0,83.1,-0.6144106690262238,3,35091.0,227,0.0,1.0,0.0,1.0,0.0,20,206,-0.35797528539639534
4143,Maruti,Individual,2011,5.0,4143,Maruti Wagon R VXI BS IV,35,-0.4552385946913867,40000,Petrol,1,First Owner,18.9,998.0,67.1,0.30327058738097445,4,35091.0,108,0.0,1.0,1.0,0.0,0.0,20,94,-0.35797528539639534
4144,Maruti,Individual,2012,5.0,4144,Maruti Swift Dzire VDi,31,-0.32228329753158974,70000,Diesel,1,others,19.3,1248.0,73.9,0.7148989986749198,3,35091.0,113,1.0,0.0,0.0,0.0,1.0,20,101,-0.35797528539639534
4145,Hyundai,Individual,2012,5.0,4145,Hyundai i20 Sportz 1.2,12,-0.4189780591023512,120000,Petrol,1,First Owner,18.5,1197.0,82.85,0.27548728041574055,3,15548.0,87,0.0,1.0,1.0,0.0,0.0,11,87,-0.26450256908028097
4146,Audi,Individual,2014,5.0,4146,Audi Q3 2.0 TDI Quattro Premium Plus,3,0.6688380085687149,230000,Diesel,0,First Owner,15.73,1968.0,174.33,1.1710158186583624,1,130.0,4,1.0,0.0,1.0,0.0,0.0,2,4,1.1098735067236636
4147,Mahindra,Individual,2012,7.0,4147,Mahindra XUV500 W8 2WD,19,0.3666668786600854,78500,Diesel,1,First Owner,15.1,2179.0,140.0,1.5998610600971064,1,18820.0,58,1.0,0.0,1.0,0.0,0.0,19,29,-0.049666327583259055
4148,Hyundai,Individual,2011,5.0,4148,Hyundai i10 Era,19,-0.50962939807494,50000,Petrol,1,First Owner,19.81,1086.0,68.05,0.5320898438399926,3,15548.0,72,0.0,1.0,1.0,0.0,0.0,11,70,-0.26450256908028097
4149,Skoda,Individual,2008,5.0,4149,Skoda Laura Ambiente 1.9 PD,1,-0.5035871841612871,110000,Diesel,1,Second Owner,17.5,1896.0,106.0,1.0734270163302653,1,897.0,3,1.0,0.0,0.0,1.0,0.0,26,3,-0.3068533164720701
4150,Toyota,Individual,2018,8.0,4150,Toyota Innova Crysta 2.4 GX MT 8S BSIV,3,1.212746042404248,20000,Diesel,1,First Owner,13.68,2393.0,147.8,-0.5008867120775252,1,5059.0,26,1.0,0.0,1.0,0.0,0.0,28,3,0.2993815531042407
4151,Mahindra,Individual,2015,7.0,4151,Mahindra XUV500 W10 2WD,18,0.3968839916509484,100000,Diesel,1,First Owner,16.0,2179.0,140.0,0.5159494199651156,1,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,-0.049666327583259055
4152,Tata,Individual,2012,5.0,4152,Tata Manza Aura (ABS) Quadrajet BS IV,6,-0.4189780591023512,70000,Diesel,1,others,21.12,1248.0,88.8,1.116909854337603,3,8081.0,68,1.0,0.0,0.0,0.0,1.0,27,46,-0.4038951134633411
4153,Maruti,Individual,2016,5.0,4153,Maruti Alto 800 VXI,23,-0.4189780591023512,50000,Petrol,1,Second Owner,22.74,796.0,47.3,-0.07792833620032594,4,35091.0,185,0.0,1.0,0.0,1.0,0.0,20,159,-0.35797528539639534
4154,Mahindra,Individual,2013,7.0,4154,Mahindra Bolero 2011-2019 SLX 2WD BSIII,3,-0.1772411551754476,160000,Diesel,1,First Owner,15.96,2523.0,62.1,1.0305342402679307,1,18820.0,55,1.0,0.0,1.0,0.0,0.0,19,38,-0.049666327583259055
4155,Hyundai,Individual,2013,5.0,4155,Hyundai i20 Asta 1.4 CRDi,13,-0.32228329753158974,110000,Diesel,1,Second Owner,21.27,1396.0,88.76,0.3319444977429747,3,15548.0,88,1.0,0.0,0.0,1.0,0.0,11,88,-0.26450256908028097
4156,Maruti,Individual,2009,5.0,4156,Maruti Swift Dzire VDi,31,-0.5640202014584933,144000,Diesel,1,Second Owner,19.3,1248.0,73.9,0.7881764322514496,3,35091.0,80,1.0,0.0,0.0,1.0,0.0,20,70,-0.35797528539639534
4157,BMW,Dealer,2019,5.0,4157,BMW X4 M Sport X xDrive20d,56,5.74531299103369,7500,Diesel,0,First Owner,16.78,1995.0,190.0,-3.251770794237543,1,982.0,58,1.0,0.0,1.0,0.0,0.0,3,58,5.727509713930722
4158,Toyota,Individual,2008,8.0,4158,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,6,-0.1772411551754476,154000,Diesel,1,others,12.8,2494.0,102.0,1.5367444648513617,1,5059.0,7,1.0,0.0,0.0,0.0,1.0,28,5,0.2993815531042407
4159,Honda,Dealer,2015,5.0,4159,Honda Jazz 1.2 S i VTEC,2,0.02944389768205494,48228,Petrol,1,First Owner,18.7,1199.0,88.7,0.048826692838413406,3,3884.0,57,0.0,1.0,1.0,0.0,0.0,10,48,0.06345833595070623
4160,Maruti,Individual,2009,5.0,4160,Maruti A-Star Vxi,13,-0.4189780591023512,60000,Petrol,1,First Owner,19.0,998.0,66.1,0.4383439500218029,4,35091.0,80,0.0,1.0,1.0,0.0,0.0,20,70,-0.35797528539639534
4161,Ford,Individual,2010,7.0,4161,Ford Endeavour 2.5L 4X2 MT,4,-0.1772411551754476,120000,Diesel,1,First Owner,13.1,2499.0,141.0,0.8618641016197754,1,3659.0,21,1.0,0.0,1.0,0.0,0.0,9,1,-0.1804388998962062
4162,Hyundai,Individual,2016,5.0,4162,Hyundai i20 Asta Option 1.2,8,0.004061522769730063,35000,Petrol,1,First Owner,18.6,1197.0,81.83,-0.07320221635043335,3,15548.0,118,0.0,1.0,1.0,0.0,0.0,11,118,-0.26450256908028097
4163,Toyota,Individual,2017,5.0,4163,Toyota Platinum Etios 1.4 GD,1,-0.01769479858369126,150000,Diesel,1,First Owner,23.59,1364.0,67.05,-0.6241013975293378,3,5059.0,44,1.0,0.0,1.0,0.0,0.0,28,32,0.2993815531042407
4164,Skoda,Dealer,2016,5.0,4164,Skoda Rapid 1.6 MPI AT Elegance,26,-0.0019818998284425256,11000,Petrol,0,First Owner,14.3,1598.0,103.5,-1.7456353715522832,2,897.0,30,0.0,1.0,1.0,0.0,0.0,26,30,0.3032902714219526
4165,Toyota,Individual,2016,7.0,4165,Toyota Innova Crysta 2.4 VX MT BSIV,6,1.2731802683859736,110000,Diesel,1,Second Owner,13.68,2393.0,147.8,0.4069442695032432,1,5059.0,54,1.0,0.0,0.0,1.0,0.0,28,17,0.2993815531042407
4166,Toyota,Individual,2010,7.0,4166,Toyota Innova 2.5 V Diesel 7-seater,9,0.12492997473318185,250000,Diesel,1,Second Owner,12.8,2494.0,102.0,1.504738422765225,1,5059.0,17,1.0,0.0,0.0,1.0,0.0,28,10,0.2993815531042407
4167,Maruti,Individual,2012,5.0,4167,Maruti Swift Dzire VDi,31,-0.3585438331206253,52000,Diesel,1,others,19.3,1248.0,73.9,0.7148989986749198,3,35091.0,113,1.0,0.0,0.0,0.0,1.0,20,101,-0.35797528539639534
4168,Maruti,Individual,2015,5.0,4168,Maruti Celerio ZDi,1,-0.3706306783169705,40000,Diesel,1,Second Owner,27.62,793.0,47.0,0.16133477602342539,4,35091.0,181,1.0,0.0,0.0,1.0,0.0,20,156,-0.35797528539639534
4169,Maruti,Individual,2016,5.0,4169,Maruti Ciaz ZXi,1,-0.06845954840834101,40000,Petrol,1,Second Owner,20.73,1373.0,91.1,-0.07792833620032594,3,35091.0,185,0.0,1.0,0.0,1.0,0.0,20,159,-0.35797528539639534
4170,Ford,Dealer,2013,7.0,4170,Ford Endeavour 2.5L 4X2,3,0.06449574875145596,62000,Diesel,1,First Owner,13.1,2499.0,141.0,0.8885990047645485,1,3659.0,21,1.0,0.0,1.0,0.0,0.0,9,2,-0.12725770458060498
4171,Maruti,Individual,2015,5.0,4171,Maruti Wagon R VXI Optional,10,-0.39480436870966085,60000,Petrol,1,First Owner,20.51,998.0,67.04,-0.05154252201296965,4,35091.0,181,0.0,1.0,1.0,0.0,0.0,20,156,-0.35797528539639534
4172,Maruti,Individual,2009,5.0,4172,Maruti SX4 ZXI AT,3,-0.539846511065803,90000,Petrol,0,Second Owner,12.6,1586.0,103.3,0.7881764322514496,2,35091.0,80,0.0,1.0,0.0,1.0,0.0,20,70,-0.35797528539639534
4173,Mahindra,Individual,2015,7.0,4173,Mahindra Scorpio 1.99 S6 Plus,6,0.18536420071490775,70000,Diesel,1,First Owner,15.4,1997.0,120.0,0.5159494199651156,1,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,-0.049666327583259055
4174,Toyota,Trustmark Dealer,2013,7.0,4174,Toyota Innova 2.5 VX (Diesel) 7 Seater,33,0.12492997473318185,79328,Diesel,1,Second Owner,12.99,2494.0,100.6,0.8570798610821967,1,5059.0,49,1.0,0.0,0.0,1.0,0.0,28,32,0.6960713155977802
4175,Maruti,Individual,2012,5.0,4175,Maruti Swift VDI,49,-0.2787706548247471,90000,Diesel,1,Second Owner,22.9,1248.0,74.0,0.6148556544311362,3,35091.0,113,1.0,0.0,0.0,1.0,0.0,20,101,-0.35797528539639534
4176,Skoda,Individual,2011,5.0,4176,Skoda Yeti Ambition 4WD,1,-0.05637270321199583,202000,Diesel,1,First Owner,17.67,1968.0,138.08,1.4986289389611211,1,897.0,7,1.0,0.0,1.0,0.0,0.0,26,7,-0.3068533164720701
4177,Tata,Individual,2008,7.0,4177,Tata Sumo GX,2,-0.4552385946913867,110000,Diesel,1,others,14.4,2179.0,120.0,0.7597876057060596,1,8081.0,20,1.0,0.0,0.0,0.0,1.0,27,4,-0.4038951134633411
4178,Maruti,Dealer,2017,5.0,4178,Maruti Swift Dzire VDI Optional,6,-0.06966823292797553,41232,Diesel,1,First Owner,26.59,1248.0,74.0,-0.3806707764355942,3,35091.0,227,1.0,0.0,1.0,0.0,0.0,20,206,-0.11139741215452358
4179,Honda,Individual,2018,5.0,4179,Honda Amaze VX i-DTEC,11,0.03427863576059301,40000,Diesel,1,First Owner,25.8,1498.0,98.6,-1.2220710334911686,3,3884.0,22,1.0,0.0,1.0,0.0,0.0,10,22,-0.11712715449401692
4180,Hyundai,Individual,2008,5.0,4180,Hyundai Verna 1.6 Xi ABS,4,-0.44919517209321413,52000,Petrol,1,Second Owner,13.9,1599.0,103.2,0.6085712840444143,2,15548.0,39,0.0,1.0,0.0,1.0,0.0,11,39,-0.26450256908028097
4181,Toyota,Individual,2015,5.0,4181,Toyota Etios Liva VD,2,-0.3138225058941481,170000,Diesel,1,First Owner,23.59,1364.0,67.04,0.692209216486637,3,5059.0,39,1.0,0.0,1.0,0.0,0.0,28,13,0.2993815531042407
4182,Maruti,Individual,2009,5.0,4182,Maruti Swift Dzire VDi,31,-0.49149913028042225,70000,Diesel,1,Second Owner,19.3,1248.0,73.9,0.7881764322514496,3,35091.0,80,1.0,0.0,0.0,1.0,0.0,20,70,-0.35797528539639534
4183,Mahindra,Individual,2019,7.0,4183,Mahindra XUV500 W9 BSIV,2,1.122094703431659,18000,Diesel,1,First Owner,15.1,2179.0,152.87,-1.5854894399954755,1,18820.0,32,1.0,0.0,1.0,0.0,0.0,19,19,-0.049666327583259055
4184,Hyundai,Individual,2016,5.0,4184,Hyundai i20 Active 1.2 S,6,-0.05637270321199583,25000,Petrol,1,First Owner,17.19,1197.0,81.86,-0.07320221635043335,3,15548.0,118,0.0,1.0,1.0,0.0,0.0,11,118,-0.26450256908028097
4185,Skoda,Individual,2005,5.0,4185,Skoda Octavia L and K 1.9 TDI MT,2,-0.47941228508407707,120000,Diesel,1,others,16.4,1896.0,90.0,1.1432935774823325,1,897.0,2,1.0,0.0,0.0,0.0,1.0,26,2,-0.3068533164720701
4186,Honda,Individual,2015,5.0,4186,Honda Amaze S i-Dtech,9,-0.3404135653261075,120000,Diesel,1,First Owner,25.8,1498.0,98.6,0.048826692838413406,3,3884.0,57,1.0,0.0,1.0,0.0,0.0,10,48,-0.11712715449401692
4187,Maruti,Individual,2019,5.0,4187,Maruti Alto K10 VXI Airbag,5,-0.339204880806473,15000,Petrol,1,First Owner,23.95,998.0,67.1,-2.4232097951741567,4,35091.0,106,0.0,1.0,1.0,0.0,0.0,20,99,-0.35797528539639534
4188,Maruti,Individual,2018,5.0,4188,Maruti Swift Dzire VXI 1.2,10,-0.020112167622960295,15000,Petrol,1,First Owner,21.21,1197.0,81.8,-0.7529080876777112,3,35091.0,221,0.0,1.0,1.0,0.0,0.0,20,208,-0.35797528539639534
4189,Hyundai,Dealer,2014,5.0,4189,Hyundai Grand i10 AT Sportz,1,-0.32953540464939685,54043,Petrol,0,First Owner,18.9,1197.0,81.86,0.07240645528800403,3,15548.0,104,0.0,1.0,1.0,0.0,0.0,11,103,-0.10855554250842206
4190,Honda,Individual,2015,5.0,4190,Honda City i DTEC V,6,0.09471286174231891,50000,Diesel,1,Second Owner,26.0,1498.0,98.6,0.7975112120484429,3,3884.0,57,1.0,0.0,0.0,1.0,0.0,10,48,-0.11712715449401692
4191,Maruti,Dealer,2010,4.0,4191,Maruti Swift VDI BSIV,48,-0.3561264640813563,72179,Diesel,1,First Owner,21.561637837837836,1197.0,70.64806695464362,0.3715262956627488,3,35091.0,111,1.0,0.0,1.0,0.0,0.0,20,15,-0.11139741215452358
4192,Hyundai,Individual,2008,5.0,4192,Hyundai i10 Magna,23,-0.5458899336639755,110000,Petrol,1,Second Owner,20.36,1197.0,78.9,0.6085712840444143,3,15548.0,39,0.0,1.0,0.0,1.0,0.0,11,39,-0.26450256908028097
4193,Honda,Dealer,2017,7.0,4193,Honda BR-V i-VTEC VX MT,1,0.23371158150028845,30646,Petrol,1,First Owner,15.4,1497.0,117.3,-0.44273254315628324,3,3884.0,56,0.0,1.0,1.0,0.0,0.0,10,6,0.06345833595070623
4194,Maruti,Individual,2010,8.0,4194,Maruti Gypsy King ST BSIII,2,-0.3585438331206253,80000,Petrol,1,First Owner,11.96,1298.0,80.0,0.3715262956627488,3,35091.0,111,0.0,1.0,1.0,0.0,0.0,20,3,-0.35797528539639534
4195,Maruti,Individual,2012,7.0,4195,Maruti Ertiga VDI,38,-0.11680692919372172,93000,Diesel,1,First Owner,20.77,1248.0,88.76,0.40103462008108093,3,35091.0,113,1.0,0.0,1.0,0.0,0.0,20,6,-0.35797528539639534
4196,Mahindra,Individual,2015,7.0,4196,Mahindra Scorpio 1.99 S4,6,0.18536420071490775,70000,Diesel,1,First Owner,15.4,1997.0,120.0,0.5159494199651156,1,18820.0,79,1.0,0.0,1.0,0.0,0.0,19,69,-0.049666327583259055
4197,Audi,Dealer,2018,5.0,4197,Audi Q5 35TDI Premium Plus,4,4.022937550554502,31800,Diesel,0,First Owner,17.01,1968.0,188.0,-1.036814790282021,1,130.0,5,1.0,0.0,1.0,0.0,0.0,2,5,3.1931487056948686
4198,Hyundai,Individual,2017,5.0,4198,Hyundai i20 2015-2017 Sportz 1.4 CRDi,4,0.0403220583587656,80000,Diesel,1,First Owner,22.54,1396.0,88.73,-0.5703787972979606,3,15548.0,162,1.0,0.0,1.0,0.0,0.0,11,162,-0.26450256908028097
4199,Tata,Individual,2017,5.0,4199,Tata Zest Quadrajet 1.3 75PS XM,4,-0.22558974464534798,80000,Diesel,1,First Owner,22.95,1248.0,74.0,-0.10256500506720785,3,8081.0,63,1.0,0.0,1.0,0.0,0.0,27,47,-0.4038951134633411
4200,Hyundai,Individual,2019,5.0,4200,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,3,-0.0745029710065136,8000,Petrol,1,First Owner,18.9,1197.0,81.86,-1.8779511878492237,3,15548.0,68,0.0,1.0,1.0,0.0,0.0,11,68,-0.26450256908028097
4201,Toyota,Trustmark Dealer,2013,7.0,4201,Toyota Innova 2.5 VX (Diesel) 7 Seater,33,0.12492997473318185,79328,Diesel,1,Second Owner,12.99,2494.0,100.6,0.8570798610821967,1,5059.0,49,1.0,0.0,0.0,1.0,0.0,28,32,0.6960713155977802
4202,Maruti,Dealer,2018,5.0,4202,Maruti Swift Dzire VXi AT,2,0.03427863576059301,23300,Petrol,0,First Owner,18.5,1197.0,83.14,-0.7529080876777112,3,35091.0,221,0.0,1.0,1.0,0.0,0.0,20,208,-0.11139741215452358
4203,Maruti,Individual,2016,7.0,4203,Maruti Ertiga BSIV ZXI Plus,2,0.24579842669663363,20000,Petrol,1,First Owner,17.5,1373.0,91.1,-0.06351717045580828,3,35091.0,185,0.0,1.0,1.0,0.0,0.0,20,20,-0.35797528539639534
4204,Toyota,Individual,2004,5.0,4204,Toyota Corolla AE,3,-0.6184110048420466,90000,Petrol,1,Second Owner,13.4,1794.0,125.0,1.3607899936431973,2,5059.0,4,0.0,1.0,0.0,1.0,0.0,28,4,0.2993815531042407
4205,Maruti,Individual,2017,5.0,4205,Maruti Celerio VXI,15,-0.32228329753158974,50000,Petrol,1,First Owner,23.1,998.0,67.04,-0.3806707764355942,4,35091.0,227,0.0,1.0,1.0,0.0,0.0,20,206,-0.35797528539639534
4206,Hyundai,Individual,2011,5.0,4206,Hyundai i20 1.4 CRDi Sportz,7,-0.3585438331206253,116500,Diesel,1,First Owner,23.0,1396.0,90.0,0.5320898438399926,3,15548.0,72,1.0,0.0,1.0,0.0,0.0,11,70,-0.26450256908028097
